,Mkt-RF,SMB,HML,MOM,RF
2014-01-31,0.02835213688550547,0.022337930434241746,0.0089717908672041,0.01663099041928571,0.0001
2014-02-28,-0.00022189355270330917,-0.028771607910848884,-0.01500650631476384,-0.02119702877947938,0.00011021897810218978
2014-03-31,0.03514598421453116,0.007686498365103236,0.005094062549700565,0.059290319143288306,0.00012043795620437956
2014-04-30,0.07453634353836114,0.03467856885706071,-0.008559407905852797,0.009048612200250054,0.00013065693430656936
2014-05-31,-0.0045369018625501184,-0.03818708086403069,0.006405520357537439,0.04627540144223393,0.00014087591240875914
2014-06-30,-0.004536163062713124,0.006615846463307606,0.02286392023563139,0.007363146849353814,0.00015109489051094892
2014-07-31,0.0770645766978326,0.008497069856210588,0.05058050448436056,0.07712617737086956,0.0001613138686131387
2014-08-31,0.04053456281188089,0.02154557179443275,-0.03413446496480547,0.06643692948551216,0.00017153284671532848
2014-09-30,-0.015126347367072844,-0.02892376777195205,0.066991001239688,-0.0037137451967675732,0.00018175182481751826
2014-10-31,0.030415201961368408,-0.031011415327106908,-0.055562633985675056,0.03900498328340244,0.00019197080291970804
2014-11-30,-0.014853796176560801,0.015048539140422442,-0.001553552851067497,0.027588158235480165,0.00020218978102189782
2014-12-31,-0.014957838910661558,0.009424616830829652,0.020649516194537285,0.052902104513632205,0.0002124087591240876
2015-01-31,0.016888302220471534,0.008262321258646916,0.011429756032050981,-0.02877232112030366,0.0002226277372262774
2015-02-28,-0.0800976110096009,0.010661205237424396,-0.015680985594617815,0.02901180109994538,0.00023284671532846718
2015-03-31,-0.07162130246308647,-0.01500061803946227,-0.0032436675107182598,0.042044857039735574,0.00024306569343065696
2015-04-30,-0.01930293881584377,0.007806342429025089,-0.011790028039764993,-0.056555882024809004,0.00025328467153284674
2015-05-31,-0.03957740041504907,0.009326811832467032,-0.014680942708326351,-0.03641404794330213,0.0002635036496350365
2015-06-30,0.020141129966787324,-0.015858785450659198,0.02848806291063075,-0.06637312622160353,0.0002737226277372263
2015-07-31,-0.0348610833984545,0.048644362778618916,0.01371046457895142,-0.004429239205559519,0.0002839416058394161
2015-08-31,-0.057553666560088125,0.013845823022794688,-0.017787287857819627,0.030113978952858677,0.00029416058394160586
2015-09-30,0.07195419460146993,-0.027782587430066216,0.02998799626299752,0.05758249682336099,0.00030437956204379564
2015-10-31,-0.0041599335218941045,0.018413840215845745,0.01221898562629828,0.007593317314692132,0.0003145985401459854
2015-11-30,0.009038769210956572,-0.022367041755683038,0.0273858635651688,0.06200154409499522,0.0003248175182481752
2015-12-31,-0.058113668379605556,0.0216771150935613,0.021888865257708365,-0.043303551037521204,0.000335036496350365
2016-01-31,-0.018497222603633217,0.030964889475185102,-0.021869850327662175,-0.05461838537743042,0.00034525547445255476
2016-02-29,0.010991516536943973,-0.018517057958792764,-0.01380543120590909,0.0030558305386183425,0.00035547445255474454
2016-03-31,-0.045794710984003624,0.026084403231108045,0.025418808153697854,0.018442290712875755,0.0003656934306569343
2016-04-30,0.022906410825555237,0.012319523173412459,0.021311107963003943,0.0038556838167067412,0.0003759124087591241
2016-05-31,-0.021028741046346222,0.022551503999862253,0.0023729521810755562,-0.06736047350139569,0.0003861313868613139
2016-06-30,-0.007126218740697455,0.049419824566348684,0.00651982149926346,0.0018807986170524056,0.00039635036496350366
2016-07-31,-0.02107679755032286,-0.004134702900071762,0.04132994687365275,-0.040656432517669865,0.00040656934306569344
2016-08-31,0.0893525183029022,-0.01684340410893724,-0.014747141665074898,0.028438539209051348,0.0004167883211678832
2016-09-30,0.005392624886792974,-0.020237860740638082,0.019412921435101132,0.01783093861338969,0.000427007299270073
2016-10-31,-0.041596991803015494,-0.018395257124135957,-0.003065779573016819,-0.027895792521457435,0.0004372262773722628
2016-11-30,0.043014521044643504,7.245726464739703e-05,-0.003530436096816611,-0.012985342106784276,0.00044744525547445256
2016-12-31,-0.048937964248696,0.010528799370416089,0.03596330555961571,-0.03207247326611331,0.00045766423357664234
2017-01-31,0.015398861775213993,0.008917269983250476,0.027762490469640893,0.0028062315954389843,0.0004678832116788321
2017-02-28,-0.0821851555745899,0.022679581225900598,0.027405289080019154,0.03842998121754334,0.0004781021897810219
2017-03-31,-0.05376837220042937,0.0023250472969476754,0.04216436421462987,-0.029500411621744032,0.0004883211678832117
2017-04-30,0.014858755614110559,0.03833835192893292,0.0036301152489827716,0.022641628043124556,0.0004985401459854015
2017-05-31,0.03923099609979347,-0.004616420830948902,0.023458589138848917,-0.013559016643035429,0.0005087591240875912
2017-06-30,0.013711572653548672,0.07000422916474047,-0.00630800269780368,-0.02275054912918205,0.0005189781021897811
2017-07-31,0.0007958272925291766,0.017641683694125155,0.012724990574653263,0.0012539374015904758,0.0005291970802919708
2017-08-31,-0.007549666301517995,-0.019428938910407065,-0.0009042916310305374,-0.031233481284678098,0.0005394160583941606
2017-09-30,-0.06053348956653423,-0.02477231245152781,0.005909878949781545,-0.014377725687151373,0.0005496350364963504
2017-10-31,-0.026392989377761886,0.014061810381079632,0.02085471076310741,-0.0369257262406097,0.0005598540145985402
2017-11-30,-0.014728744693190438,-0.0035865696331462715,-0.021546620497004176,0.07376537965207364,0.0005700729927007299
2017-12-31,0.0535705001798512,0.0198500123523023,0.06577161827056381,0.006234224319010501,0.0005802919708029197
2018-01-31,0.021462823030580763,0.013830940614338622,-0.027180521444991057,-0.01949039277974049,0.0005905109489051096
2018-02-28,-0.07333680699132303,0.00017927718357818058,-0.03342565838363196,0.01248929687569777,0.0006007299270072993
2018-03-31,0.020583778622765773,-0.019169842951710127,0.03774332620500203,0.0010685182608209628,0.0006109489051094891
2018-04-30,-0.011328702618734244,-0.03587118061714662,0.026749880818888076,-0.0027339359836627912,0.0006211678832116789
2018-05-31,-0.024461490013768142,-0.009162873801675528,0.021723594511564654,0.026495834501519884,0.0006313868613138687
2018-06-30,0.033525432997839055,0.02340996985808681,0.021850365277928396,0.03151276985165568,0.0006416058394160584
2018-07-31,0.052394978512317794,0.007352343603255099,0.0026325968145925614,-0.013567540166368464,0.0006518248175182483
2018-08-31,0.047907605360228936,-0.029143469467799703,-0.023917631144574944,-0.015153638422563802,0.000662043795620438
2018-09-30,-0.031764788545018734,0.00632952314627955,0.00527413674581179,-0.004626809400307541,0.0006722627737226278
2018-10-31,-0.007914556913304656,0.01163293449322092,-0.017314851345363348,-0.07556724076574547,0.0006824817518248175
2018-11-30,0.020906854413160376,-0.020096435905028326,0.032253592002532534,-0.04803168717694933,0.0006927007299270074
2018-12-31,0.04989953072050616,0.005843127648638198,-0.0014117214450641593,0.05284059936055836,0.0007029197080291971
2019-01-31,-0.015562840703038048,0.0034552179611499977,-0.021764915903775345,0.06257386997254494,0.0007131386861313869
2019-02-28,-0.0023546539498717697,-0.026574257445765578,-0.006641575249589803,-0.003716261384473242,0.0007233576642335767
2019-03-31,-0.04378507383027127,0.010944684008707083,0.015387943628268735,0.025179493706951828,0.0007335766423357665
2019-04-30,-0.047829298083630185,0.016019613159205862,-0.013911736584119247,0.015893755409023765,0.0007437956204379562
2019-05-31,0.04256366200773891,0.029076281079381927,-0.02166661186699294,0.11276082829593333,0.0007540145985401461
2019-06-30,0.06703080128568703,0.028345051300872576,0.010310616344757368,0.04418512190021019,0.0007642335766423359
2019-07-31,0.002759544528884977,-0.03244173419892728,0.010348997133261683,0.000522884298173171,0.0007744525547445256
2019-08-31,0.05115898040514109,-0.02144562599787807,-0.012208295261133892,-0.028443915421014904,0.0007846715328467155
2019-09-30,0.022273621127143536,0.014875881680216495,-0.011131149168549683,-0.05122562120901504,0.0007948905109489052
2019-10-31,-0.023030388957230592,0.014844648772805221,0.009961498120729089,0.01212122725535281,0.000805109489051095
2019-11-30,0.022262802247878626,0.014876192157651196,-0.04044253024491972,-0.021472276084950618,0.0008153284671532847
2019-12-31,0.0752116454909686,0.09831828726636803,-0.039223913231296655,-0.0447788798359186,0.0008255474452554746
2020-01-31,0.004387828240052181,0.016272262767329175,-0.01855332663757308,-0.017630050948488435,0.0008357664233576643
2020-02-29,0.07640896451163026,0.030389141004514973,-0.003403414551355417,-0.03285418012650383,0.0008459854014598541
2020-03-31,-0.11188852968403849,0.02585004408733006,0.012327226967940138,0.06404995722753977,0.0008562043795620439
2020-04-30,0.04298561269688507,0.018284781282644953,0.04726068650848656,0.03585739149323077,0.0008664233576642337
2020-05-31,0.00991711807071771,-0.00588173111600864,0.02872978869606058,0.004720957553918392,0.0008766423357664234
2020-06-30,-0.007455330770964053,0.02097423051233168,-0.0017981558989028131,0.05679804486115093,0.0008868613138686132
2020-07-31,0.010129234944097603,-0.017320630363439296,0.0024295137629193352,0.0077078907676666406,0.000897080291970803
2020-08-31,-0.08344060115704018,-0.003920465168500222,-0.027075880939134263,-0.02514494704648923,0.0009072992700729928
2020-09-30,-0.0038852349526880365,-0.010134088695727588,0.002444605920228303,0.05830934270443801,0.0009175182481751825
2020-10-31,0.022070065718028588,0.004046853484658064,-0.005659759167604136,0.023861851528963054,0.0009277372262773724
2020-11-30,0.07250523201336823,0.05986646416683772,0.012681556810142684,-0.031303615401425976,0.0009379562043795621
2020-12-31,-0.01732215982231413,-0.04468162981479371,-0.02181692830656969,-0.0016618537329262872,0.0009481751824817519
2021-01-31,-0.03038221213019344,0.01915650475936284,0.018580395427235167,-0.025646638868466513,0.0009583941605839417
2021-02-28,-0.016579066961304144,-0.038317896779741296,0.04898216739007733,-0.043397990583751773,0.0009686131386861315
2021-03-31,0.04719309529659334,-0.009798296644735839,-0.00026280445370572766,0.03741621416360745,0.0009788321167883212
2021-04-30,0.0207937999346858,0.02922376492418416,0.015051351662968244,0.07182958241645457,0.000989051094890511
2021-05-31,-0.017839209169516746,0.0036070004773865695,0.023704319751333375,-0.043949865083669944,0.0009992700729927007
2021-06-30,0.029097034490101023,-0.024943619448232656,-0.009036614156575088,0.024703923284169982,0.0010094890510948906
2021-07-31,0.010368489720661818,-0.015882592731499206,0.009722774454312503,-0.017772489919263952,0.0010197080291970803
2021-08-31,0.04958902457398001,0.018989943723366896,0.003377772023453846,-0.012049388431764368,0.00102992700729927
2021-09-30,-0.025592389224480854,-0.016259165792928416,0.005930282956464952,-0.015733787348360423,0.0010401459854014598
2021-10-31,-0.008744796596899569,0.007411464739549372,-0.020190293515663992,-0.025239676938793563,0.0010503649635036497
2021-11-30,-0.011644866890947092,0.0031392959975953443,0.0037353052277682808,0.006698256978068945,0.0010605839416058394
2021-12-31,-0.059858172665945335,-0.014290008690145423,0.017939948737363483,-0.024083254074386325,0.0010708029197080292
2022-01-31,0.019325412467905922,0.05559860223313314,0.04653430823385125,0.01446598890229436,0.0010810218978102191
2022-02-28,0.01774748724809502,0.017847975557950282,0.031778124782556205,0.0032416661692802064,0.0010912408759124088
2022-03-31,0.00623010554891074,-0.04862856466644018,0.06759547372534669,-0.003363181640324342,0.0011014598540145986
2022-04-30,-0.0045564210018816335,0.006661357869235691,-0.020020426886641483,-0.026764728171455927,0.0011116788321167885
2022-05-31,-0.05769168339226864,-0.014544661619209701,0.029169619101620345,-0.015186996569891647,0.0011218978102189782
2022-06-30,-0.012929039524441155,0.0233108333699056,0.008500260172150552,0.031438692903901465,0.001132116788321168
2022-07-31,-0.009422153243704627,-0.017813018460817516,0.06869408799653016,0.022532101566853327,0.0011423357664233577
2022-08-31,-0.03010247711497285,-0.0008684110366724754,-0.021248948560654544,-0.02921443356794929,0.0011525547445255476
2022-09-30,-0.0012578570249704108,0.014624681974511429,-0.02219165526542328,0.008476630690022906,0.0011627737226277374
2022-10-31,0.024182288556654226,0.02364387985425304,-0.014981779363320664,0.03129854931801262,0.001172992700729927
2022-11-30,0.09087836555447386,-0.028007410176394406,-0.06071687172929421,-0.053429184839248016,0.0011832116788321168
2022-12-31,0.013856001577432752,-0.00636253089602371,-0.01277265065042283,0.02401760673329773,0.0011934306569343067
2023-01-31,0.01758976758252438,-0.009873632779023905,-0.019773979846610938,-0.018191831563104634,0.0012036496350364965
2023-02-28,0.0026499337905224805,-0.014333230814342799,0.007511813594286229,0.024970953400760578,0.0012138686131386862
2023-03-31,-0.08034470468845686,0.046136356007027424,0.013252679273314782,-0.021714070478988094,0.001224087591240876
2023-04-30,0.0048068756047852405,0.012124542774023889,0.059285125176476584,-0.05817087352325817,0.0012343065693430659
2023-05-31,0.00871035944734619,-0.02952209885837613,0.03151271514558151,-0.0519639853259107,0.0012445255474452556
2023-06-30,0.11684589506183787,0.024946548676369404,-0.014307109669872092,0.00668297313314837,0.0012547445255474453
2023-07-31,-0.002656243415150513,0.05505390492531583,-0.023952440140450736,0.014090287560251866,0.001264963503649635
2023-08-31,0.01956963040501256,0.027811631513778672,0.01775757514519517,-0.026651081878654302,0.001275182481751825
2023-09-30,0.004437970363264051,-0.03598424914885034,-0.03660699621061926,0.02735073605720809,0.0012854014598540147
2023-10-31,-0.04659051169287894,-0.010105851821656285,0.05794376297563061,-0.0531532021794136,0.0012956204379562044
2023-11-30,0.05742702665317592,0.03367277872966557,0.038383203621638606,0.00268720704734392,0.0013058394160583942
2023-12-31,0.039836986470904834,-0.01569173664046952,-0.011075269563141144,-0.03738556699168598,0.001316058394160584
2024-01-31,0.04159643761693711,0.013095485703655712,-0.04839403587272634,-0.017814263773075573,0.0013262773722627738
2024-02-29,-0.03492243546576325,0.021365851335733422,0.0436161712249624,0.006658953496074491,0.0013364963503649636
2024-03-31,0.06912574399212446,-0.021173261789452075,-0.0004361953575785364,-0.025114467784938338,0.0013467153284671533
2024-04-30,-0.057083297825652635,0.000511866098454998,0.04013448935920385,-0.008459444048043888,0.0013569343065693432
2024-05-31,0.032408569221012165,-0.07903168350172682,-0.04483282976383101,0.040220248322505425,0.001367153284671533
2024-06-30,0.10457050316144903,-0.023609691033357246,-0.014981250688613185,-0.015191215433310208,0.0013773722627737227
2024-07-31,-0.038574134630880975,-0.004314203784829008,0.003157310991545495,0.03424922392227997,0.0013875912408759124
2024-08-31,-0.019483397832124737,-0.02919457954912124,0.004409417812942262,-0.034539739913016634,0.0013978102189781023
2024-09-30,0.010484311428943854,0.04281028259829088,-0.010501964144377308,0.0235431462270349,0.001408029197080292
2024-10-31,-0.016656404435228964,-0.03375353444901582,0.02168549797042496,0.055454901723026515,0.0014182481751824818
2024-11-30,-0.06377985439797597,-0.009001112167424595,-0.02902861288147783,-0.08150755750445514,0.0014284671532846717
2024-12-31,0.00908533386627123,0.005268514432152284,-0.0012713845506388047,-0.02289133394146669,0.0014386861313868615
2025-01-31,-0.04180366711767472,0.03803183222665289,0.006608868951356966,0.0251975244513189,0.0014489051094890512
2025-02-28,0.02731165937858317,-0.033896553779485986,0.01843316502176247,-0.0021065885115047448,0.001459124087591241
2025-03-31,-0.03537409054052115,0.03107909380387399,0.024348446342666686,0.01799010556799581,0.0014693430656934309
2025-04-30,0.07574704822578929,0.0022558265254896764,-0.030739262755136068,-0.01613948153505372,0.0014795620437956206
2025-05-31,-0.02924639815513067,-0.022537716276198775,-0.043023425122068665,0.008030642561551497,0.0014897810218978103
2025-06-30,-0.0084927682292554,0.01355258685658177,0.04133030465695527,-0.0004487032387227821,0.0015
