,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4
AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01706168623264795,0.03888232162732175,0.07515232243628794,0.03883480375516224,0.03883480375516224,-0.02281311304646838,-0.010542583548163648,-0.02122312294449552
ACLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13351301509626992,0.03052633129763531,0.019494575095807792,0.05260366292430918,0.05260366292430918,0.008590324159991086,0.06191510814654674,0.009925956080904116
ADBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04549650930157389,0.04748712101515488,0.052530436024937115,0.04357599801803808,0.04357599801803808,0.06027394212111662,0.033721836395654445,0.05391354781704011
ALLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14099895627169703,-0.1275103079944373,-0.11077870023984358,-0.10484597039680726,-0.10484597039680726,-0.09983403355891518,-0.09780838756468366,-0.11527742683237861
ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010924968362216375,-0.0015524200209245803,0.013221347674867382,-0.008105964106185921,-0.008105964106185921,-0.011738804938879195,-0.0016622127030412465,-0.025970288865708117
AMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1250738388320284,0.0987178339567566,0.07900582481127619,0.05794289593758486,0.05794289593758486,0.062312633827068385,0.09178842118445107,0.07344934609509915
AMKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0412649743238001,0.028040697209799077,0.025225236812861006,0.016284892878589502,0.016284892878589502,0.01592095476671962,0.03012467486041575,0.015826206744732736
ANSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029538623602877616,0.03936596213119557,0.033239976597142305,0.03344232786909852,0.03344232786909852,0.03896382305174707,0.018707921801208394,0.023093562904321678
ASML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05245051116958951,0.055876761143234546,0.054575246471104094,0.032345962073187975,0.032345962073187975,0.06181255722856098,0.05272676377069657,0.05798090411480553
AVGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032110684297694314,0.17721538143011872,0.13408373957915312,0.28004204669883964,0.28004204669883964,0.16613157629901543,0.0743766506169572,0.09444386214977077
AVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01267581096584542,-0.01848104509575024,-0.016401644234887262,-0.05770386784571134,-0.05770386784571134,-0.023046847758784062,-0.003643789075966082,-0.026801739581373003
AWRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03950194329861777,0.03934879100558505,0.03862706304118017,0.03877828181728728,0.03877828181728728,0.03791459621830954,0.038373961652015065,0.039611213181685624
AXTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08719299991645536,0.013414231238417937,0.024659374218373886,-0.055348900410286075,-0.055348900410286075,0.04844030341163702,0.10928875326199484,0.06273407384673209
AZPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505055582414365,0.059278506584288654,0.04849567509252932,0.053638321515681195,0.053638321515681195,0.051796951016350644,0.025532863754323898,0.033955338945501595
BBSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1174208019215449,0.11006012675874785,0.021386472628355552,0.09015211239672377,0.09015211239672377,0.10867669891183171,0.0033221084540757118,0.062429061692290524
BIDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061536740613955615,0.05841729163901388,0.03399413073340421,0.12434233489780533,0.12434233489780533,0.03502441924904104,0.12044374143222406,0.07237322343829136
BLKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029326868883883625,0.04746144919716516,0.02616803288068957,0.02001078946631979,0.02001078946631979,0.03758719367555055,0.00798700887538703,0.018811443986405663
BRKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10733739887528396,0.045821516503748466,0.013313734069496541,0.011775631413223783,0.011775631413223783,0.047478515939036264,0.0596051652272124,0.06811575481562204
CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022681801793611178,0.055940851579962904,0.058423612063953516,0.06982144269128393,0.06982144269128393,0.03627986091924487,-0.023018578072205864,-0.003943139530425729
CCMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017414399964196435,0.014523302417831632,0.01689873349782111,0.018773781829369812,0.018773781829369812,0.015196173553617756,0.018836704100606477,0.017578279057839537
CCRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019785602254831766,0.013703881869497517,0.008861480692467269,0.12143955494383511,0.12143955494383511,0.040119900882514846,-0.02116478326542659,0.0319946659347697
CERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04696741400236966,0.04776324463446097,0.046832761051392315,0.04673560322485179,0.04673560322485179,0.04931730126271464,0.05033784528564207,0.04795614689835315
CHKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011280464462906592,0.03200294086698992,0.02563131725019447,0.02289185910675757,0.02289185910675757,0.03204982268526625,0.017776208206608315,0.024948124869964082
CPSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013084015777494268,-0.08931355227541674,-0.06853452443805777,-0.000497596554265678,-0.000497596554265678,-0.04629431576614995,-0.19593735635470122,-0.04851959076264606
CREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058307306621843275,-0.03686999335584899,-0.030371648922874223,0.017209861907919066,0.017209861907919066,-0.010925859000100832,0.035543534746160746,-0.022022060804880846
CRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09241218731468183,0.12110201404424371,0.13163425841929696,0.11658732298830449,0.11658732298830449,0.11973788531324275,0.10755233725208883,0.12592453037800655
CSCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006907274323511334,0.018777675816058353,0.021268564367969985,0.031957087318508756,0.031957087318508756,0.037334710063170726,0.012649027942221391,0.021795296027224076
CSGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021290206380420507,0.14894127432566154,0.0808888119866493,0.17883991000115246,0.17883991000115246,0.158258251374015,0.05871512484107613,0.020348171035173668
CSIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030826359628900235,-0.2516423350188113,-0.27820814316827364,0.02564404271401699,0.02564404271401699,-0.2412919469607623,0.030499928600966675,-0.03561264791668578
CSPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04598123130066152,0.07861646995498843,0.06362113240928906,0.06442214338703368,0.06442214338703368,0.09365684418141978,0.009999331072322315,0.05416342609108684
CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031156148592092224,0.04577235411098183,0.04276862682223193,0.04510427135983303,0.04510427135983303,0.04409018918026967,0.051512785653807645,0.04033150955380447
CTXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00036539952641208295,0.06339686887319515,0.06691308140005407,0.08261127740910457,0.08261127740910457,0.08745584184864569,0.07861009010826926,0.08052599718153398
CVLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027710007102417243,0.03864833162903297,0.055378820735042265,0.04361946040470246,0.04361946040470246,0.03607326488069969,0.03274271227135636,0.033916624372316094
DGII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003073283305892814,0.008153296761674596,0.012389167123989006,0.010250029246294607,0.010250029246294607,-0.02114032628542223,-0.03419570082136689,-0.007099648983286827
DSPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004592284314468148,0.03381452307148716,0.041433056694929846,0.01476660529057476,0.01476660529057476,0.023743131321594328,0.025269894410886985,0.017637592403234696
EGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011812317356681715,0.10847411206466236,0.05780337221272773,0.14479016329387745,0.14479016329387745,0.07882853662795997,0.11233377916733128,0.07389822087339729
ELTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011345253354924638,-0.020843042220060046,0.004015557461544941,0.005138135753886065,0.005138135753886065,0.00469988059072501,0.11681557656695515,0.002153499130647824
EMKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030052556915620976,0.13000147405174084,0.12364920311879722,0.1719811133967075,0.1719811133967075,0.16030963327270814,0.15668672964584876,0.09725628909216077
EPAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004199628566508344,-0.02567122705704962,-0.007534344269934955,-0.010121954090747495,-0.010121954090747495,0.01951672387652055,-0.007534331579954652,-0.003852367863095299
ERII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055420131718145096,0.03106766562878535,-0.0012850901704443696,0.08972073093711803,0.08972073093711803,0.01611465931285161,0.060801210895058536,0.09921802791429736
EVOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050871606410740795,0.01802811033165972,0.06833100171744787,-0.02693905337524548,-0.02693905337524548,0.01870683498610986,0.04486850127737786,-0.01905750083259339
EXTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11014011621958222,0.09700320653110638,0.06853536997719364,0.11200478492703847,0.11200478492703847,0.09603065351282436,0.11979582503969238,0.07624386265153772
FFIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014542081052898975,-0.017677863139385824,-0.029686037221260196,-0.0015842618010159654,-0.0015842618010159654,-0.017120427946630976,0.002221500037047089,0.015894840960630416
FISV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025756674573200133,0.07964256238755923,0.05194337143273778,0.07969767300027901,0.07969767300027901,0.059326444201681844,0.003728031734802406,0.029650215418706327
FLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05273802267963007,0.05903613797513113,0.10129121298411214,0.014144872842144662,0.014144872842144662,0.07089422759722727,-0.0323336744240843,-0.03653200152010244
FORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14191173908133117,0.007328828537016219,0.03476300188344633,0.0939496701742071,0.0939496701742071,0.03641328336276961,0.1149755193001408,-0.004586282848166923
FSLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006218167029804322,0.01578757376073968,0.02225398124701492,-0.016177806987048945,-0.016177806987048945,0.02230408246935977,-0.004935909788147841,-0.005556102523515627
FTNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027561580831424265,0.07452889198168597,0.069770811306302,0.05791761729118222,0.05791761729118222,0.08369912421261931,0.03619561631770206,0.0672077267260667
GLUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01642158099744355,0.04263992513830603,0.04937011753317817,0.04456793916892901,0.04456793916892901,0.04471577508740347,0.03106199966636109,0.02830649086900139
GOOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051845202534751,0.028018554425758083,0.03636869354596044,0.0166827453435639,0.0166827453435639,0.05357542579258498,0.05031973350319267,0.03570199030191523
GSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023935493805480226,-0.007926339235426079,-0.007301551411536569,-0.008190675655608153,-0.008190675655608153,-0.008833337906201938,0.002817806675544068,-0.005387679680293678
HIMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4532504418564225,0.09414946777353159,-0.178919859453603,0.17929070409505585,0.17929070409505585,0.04379456319074457,0.11304744249386225,0.02187843641334794
HLIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17413182020756135,-0.2957650916400465,-0.2296943784311054,-0.2863183153786365,-0.2863183153786365,-0.0996474843914299,-0.19847439037757195,-0.15857588479716864
HSII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06615479458540154,-0.0947723389692068,-0.12999933202161815,-0.049119504835952926,-0.049119504835952926,-0.09829697053963089,-0.043957064617520844,-0.04659668889251098
HSTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10448933852857602,0.05987140855569613,0.07834850612927097,0.05097636054209412,0.05097636054209412,0.06864445237960948,0.06423368961609724,0.08875416867718236
IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08982303503323051,0.019319425933170733,-0.004201647537441478,0.1303981975522976,0.1303981975522976,0.025930353682238644,0.0037876726065629155,0.04246523051733702
IMMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10917874690602725,0.016326439560704002,0.014671111892147468,0.04920197941245948,0.04920197941245948,0.018573489907916914,0.009267606956488567,0.019641573192582584
INOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21359257388009645,-0.038909418205587507,-0.015205594629612823,-0.014690402334781652,-0.014690402334781652,-0.05718834775678002,-0.06648661968318223,0.005017337240380476
INTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015243864337944946,0.01602426924063355,0.0025901990200865865,0.050569391078041204,0.050569391078041204,0.02028098462941247,-0.028835937032975878,0.020582994426577295
IPGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03597682389452818,0.03373433549977342,0.035607939581527435,0.038501514734485716,0.038501514734485716,0.037673427227209344,0.04274207519309322,0.04316505034132699
ISSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10736320355442208,0.003056789758081062,0.02745168536380324,-0.0028269926313594113,-0.0028269926313594113,-0.022739196025819867,-0.013197668486419527,0.07944261382615411
ITRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19088250495251327,0.12270037039893333,0.13665722565785152,-0.021892845622303758,-0.021892845622303758,0.3098425831187208,-0.14140833404143305,0.10240185015470679
IVAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04543774667899801,-0.0473567961544916,-0.04760636016842896,-0.04681772054269198,-0.04681772054269198,-0.04779263070477922,-0.04857682663275386,-0.04707649018503765
JCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03374348050549614,0.07846104190711445,0.0687097203312815,-0.02290295322921837,-0.02290295322921837,0.08502903388605394,0.03916110878937326,0.03364446499278945
JKHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032252675560330124,0.04918008558781296,0.05463222638895189,0.09581731163118182,0.09581731163118182,0.05740758244200406,0.03679679762945333,0.037964022379291584
JOBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0492078839768261,0.07963653312444174,-0.10541789616748057,-0.23527568069430568,-0.23527568069430568,-0.06288046438643255,-0.07043743152081691,-0.0661269205901576
KFRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057713585964922764,0.050962320311365786,0.07034082801985057,0.06488609754774155,0.06488609754774155,0.05091542747929623,0.02285360368836932,0.028260511677707392
KOPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000670778747641966,-0.018559155329097354,-0.0328033927682142,-0.042759711055159556,-0.042759711055159556,-0.018574123862740405,-0.027915523426055373,-0.027842823499108438
KTCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026102935025233014,0.025879182763433626,0.025403880258395253,0.015313194790711929,0.015313194790711929,0.028318191277183415,0.023690962902575153,0.026145635209817
KVHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012729453327698488,-0.0033504419455636265,-0.000630573438792117,0.0018729622077769143,0.0018729622077769143,0.0013668618930940974,0.0012340949062430414,-0.0011204294672116852
LOGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06193659353886277,0.06601526798942652,0.06883844846610372,0.06263474057670054,0.06263474057670054,0.0641941029958896,0.05612983286808319,0.06423124629757143
LPSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02741746127560279,0.02345503944162457,0.02020933295296974,0.017572102922448252,0.017572102922448252,0.019298282796031574,0.01968904750890973,0.017818952939441086
LPTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012854553056260404,-0.017411728455900638,0.0383045365332588,-0.1857149584544267,-0.1857149584544267,0.05377586760480481,0.15071749288803946,0.11346154571954561
LRCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1826309941382203,0.13421401908621802,0.08392822802499092,0.06337350706348285,0.06337350706348285,0.031893857632215666,0.11123638097252342,0.07925358814431979
LTRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008131177512694307,-0.006157765945488867,-0.010118933281865364,-0.022792456800168292,-0.022792456800168292,-0.0014726228635036885,-0.008376455599803618,-0.013121841201317016
MANH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04586167732125995,0.08682677767814605,0.07926705811845483,0.07185265341416704,0.07185265341416704,0.08964591674751879,0.05312247249419837,0.059408019096692466
MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11563364646915818,0.05050627043435947,0.08625394975524968,0.13372864660800038,0.13372864660800038,0.06396901401606687,0.12665718142753757,0.12049154251434445
MGIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059833007251471476,0.016084924806606823,-0.009410673188135696,0.00844752999739018,0.00844752999739018,0.05477007940968278,0.028743665567845092,0.04218295901143763
MGRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007358722835814867,0.005805966602964277,0.0049701610113694165,0.007095463052233741,0.007095463052233741,0.0009411503836961963,-0.00422665344624458,0.00017384396005154165
MOSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17390409832303225,-0.07637503753774544,-0.020849268766695076,-0.15722210189918687,-0.15722210189918687,-0.03666354374465535,-0.05543501590816157,-0.00041768271161392106
MPWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036967557579367066,0.02409827996332256,0.03960166183925731,0.04895006858478451,0.04895006858478451,0.058419655848657326,0.013118567173028395,0.010949939333166597
MRVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0374169148692767,0.013052568660932434,0.030486358286046122,0.06427867725855735,0.06427867725855735,0.016108531815140173,0.04011145702039924,0.044732797159771756
MSFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015203819486819037,-0.030675431536658804,-0.0007315246157802158,-0.02032470846886031,-0.02032470846886031,0.03961492749491302,-0.012236063976260841,0.015425836117939046
MSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005093498048013657,-0.01266630066998866,-0.008650782442093823,-0.0005345046385866747,-0.0005345046385866747,-0.018160888863023972,0.003516568119089389,-0.025965919499356803
MXIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005879330767654824,0.02390204467196351,0.01740326659764884,0.016510584974300573,0.016510584974300573,0.021212529353195043,0.009436446781654964,0.0024130371014295104
NATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009536029977607087,0.012033104493274318,0.008485106178783269,0.021380165672210107,0.021380165672210107,0.010833717607230661,-0.0012132051308024888,0.005198099307077063
NTAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10846414270428181,0.0399248346543447,0.04124522176234032,0.06184615164338871,0.06184615164338871,0.03988016723666952,0.07853701816471764,0.07318732860160423
NTCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02518293464957827,0.08973405400202994,0.08261715159057585,0.050504140066273476,0.050504140066273476,0.06597436365491334,0.02811815095836516,0.02411291998128713
NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2577555556509537,0.1697833510911018,0.16332161369837345,0.1005492894817151,0.1005492894817151,0.19421381383821762,0.18503406471546446,0.21084676070236016
OMCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03817181429907967,0.03628283200339837,0.03006208587974083,0.016843047979275494,0.016843047979275494,0.030269724399504955,0.03574724227958617,0.031737870948641604
OSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09589830234741992,0.042294120986883815,0.04473056967922465,0.06242250969152255,0.06242250969152255,0.0846010726077176,0.12832497084212188,0.10470820292003745
OTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037388609742710556,0.044001019130939185,0.043009094950112986,0.03851355219737289,0.03851355219737289,0.04351361937769499,0.04303970209122041,0.04121783915512597
PCTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0318241748356759,-0.01886843132202732,0.013696085409896003,0.012316917615465148,0.012316917615465148,-0.019701951150629792,-0.007838249728834252,0.003509398134244321
PDFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05275016082265199,-0.0892548550332127,-0.1316317052103151,-0.18912181947568546,-0.18912181947568546,-0.07560406367229308,-0.0774126927940259,-0.055510117184384755
PEGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016270680477174865,0.06517097217870496,0.06469907002701891,0.08041245630092142,0.08041245630092142,0.08217257788394533,0.04514215009196497,0.05343161242607561
PLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1040715216704847,-0.041382849593951304,-0.013022549608992996,-0.04509645225379763,-0.04509645225379763,-0.005012155134419612,-0.04604780526138891,-0.05073390115259112
PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04561247451355924,0.055195254429729126,0.027590812723350445,0.06490261944893815,0.06490261944893815,0.0415261593301251,0.13457586079869577,0.09680521013059638
PRFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007609196277429231,0.05203385592346539,0.033876974370562696,0.029648125181613028,0.029648125181613028,0.04964149699500363,0.014072596149743655,0.034429962047284185
PXLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13024813287459835,0.08654612208555205,0.0864106966620742,0.10351343574946681,0.10351343574946681,0.08160429442317538,0.07061963193083916,0.061803307254767556
